,index,isbn,book_title,book_author,year_of_publication,publisher,img_l,Summary,Category,Borrowed
3013,3013,0553581856,A Kiss to Remember,TERESA MEDEIROS,2002,Bantam,http://images.amazon.com/images/P/0553581856.01.LZZZZZZZ.jpg,"After his mother dies, Sterling Harlow sets out to reclaim her estate
and evict his mother&#39;s ward Laura Fairleigh, but on the way there
he is rendered unconscious and loses his memory, and Laura sets out to
convince Sterling that he is her ...",Fiction,36
3014,3014,0671010085,One Pink Rose (Clayborne Brides),Julie Garwood,1997,Pocket,http://images.amazon.com/images/P/0671010085.01.LZZZZZZZ.jpg,"Now Julie Garwood spins the individual stories of these three spirited
brothers -- once a mismatched gang of street urchins -- in a trio of
special novels that begins with One Pink Rose.Travis Clayborne may be
the youngest of the Clayborne ...",Fiction,31
3015,3015,0515111317,The Heiress Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001,Jove Books,http://images.amazon.com/images/P/0515111317.01.LZZZZZZZ.jpg,"Sinjun Sherbrooke contrives to elope with handsome Colin Kinross, the
Earl of Ashburnham, whose first wife has died mysteriously",Fiction,29
3016,3016,0140265988,Falling Leaves Brit Edition,Adeline Yen Mah,1994,Penguin Putnam~trade,http://images.amazon.com/images/P/0140265988.01.LZZZZZZZ.jpg,"The story of an unwanted Chinese daughter growing up during the
Communist Revolution, blamed for her mother&#39;s death, ignored by
her millionaire father and unwanted by her Eurasian step mother.",Biography Autobiography,48
3017,3017,0060005548,Beyond Suspicion,James Grippando,2003,HarperTorch,http://images.amazon.com/images/P/0060005548.01.LZZZZZZZ.jpg,"But even his unique legal skills cannot keep him out of the murderous
sights of a cold killer -- one who wants Jack Swyteck&#39;s blood . .
. and is beyond suspicion.",Fiction,21
3018,3018,0060092653,Scandalous Again,Christina Dodd,2003,Avon,http://images.amazon.com/images/P/0060092653.01.LZZZZZZZ.jpg,"Two exquisite cousins must exchange identities in a scandalous
deception.",Fiction,27
3019,3019,006015957X,Roseanne: My Life As a Woman,Roseanne,1989,Harpercollins,http://images.amazon.com/images/P/006015957X.01.LZZZZZZZ.jpg,"The star of the television comedy series &quot;Roseanne&quot;
describes growing up Jewish in Mormon country, how not to lose weight,
important hot dog recipes, the true spirit of feminism, and her rise
to network success",Biography Autobiography,24
3020,3020,0060171316,Mr. Ives' Christmas,Oscar Hijuelos,1995,Harpercollins,http://images.amazon.com/images/P/0060171316.01.LZZZZZZZ.jpg,"Mr. Ives endures a loss of faith when his son, who is studying for the
priesthood, dies violently at Christmas",Fiction,29
3021,3021,006017773X,The Fallen Man,Tony Hillerman,1996,HarperCollins,http://images.amazon.com/images/P/006017773X.01.LZZZZZZZ.jpg,"The product of decades of painstaking research by distinguished
Russian language translators, this essential reference book upholds
the high standard of thoroughness and accuracy that scientific and
technical translators require.",Fiction,20
3022,3022,0060179791,For Love,Sue Miller,1993,Harpercollins,http://images.amazon.com/images/P/0060179791.01.LZZZZZZZ.jpg,"Three childhood chums reunite after years of separation and, when
tragedy strikes, they must face their pasts. By the author of The Good
Mother and Family Pictures. 125,000 first printing. $150,000 ad/promo.
BOMC. Tour.",Fiction,37
3023,3023,0060183772,A God in Ruins,Leon Uris,1999,HarperCollins Publishers,http://images.amazon.com/images/P/0060183772.01.LZZZZZZZ.jpg,"Master storyteller and international bestselling author of Redemption,
Trinity, and Exodus, Leon Uris once again brilliantly interweaves
historical fact with gripping fiction in this powerful novel of
politics, family, intrigue, love, and ...",Fiction,33
3024,3024,0060184957,"Pride, Prejudice and Jasmin Field : A Novel",Melissa Nathan,2001,Avon Trade,http://images.amazon.com/images/P/0060184957.01.LZZZZZZZ.jpg,"Fresh, wild, wonderfully romantic and absolutely hilarious, Pride,
Prejudice and Jasmin Field is Jane Austen as the great lady herself
never imagined it.",Fiction,30
3025,3025,0060187476,Mistaken Identity,Lisa Scottoline,1999,Harpercollins,http://images.amazon.com/images/P/0060187476.01.LZZZZZZZ.jpg,"A legal thriller, a courtroom drama, and an exploration of the
emotional bonds that define our lives and those we love, Mistaken
Identity is a masterful achievement that takes the legal thriller to a
new level as it resoundingly confirms ...",Fiction,97
3026,3026,0060195703,Long Time No See,Susan Isaacs,2001,HarperCollins Publishers,http://images.amazon.com/images/P/0060195703.01.LZZZZZZZ.jpg,"But his father isn&#39;t so sure: Fancy Phil may have other plans for
her. Long Time No See is Susan Isaacs at her wickedly observant best.",Fiction,29
3027,3027,0060519134,Savannah Blues,Mary Kay Andrews,2003,Perennial,http://images.amazon.com/images/P/0060519134.01.LZZZZZZZ.jpg,"Landing a catch like Talmadge Evans III got Eloise &quot;Weezie&quot;
Foley a jewel of a town house in Savannah&#39;s historic district.",Fiction,35
3028,3028,0060540753,Patron Saint of Liars : A Novel,Ann Patchett,2003,Perennial,http://images.amazon.com/images/P/0060540753.01.LZZZZZZZ.jpg,"Rose, a beautiful and mysterious woman living at St. Elizabeth&#39;s
home for unwed mother, has no intention of telling her mother or her
husband about her pregnancy, until a healing spring near the home
changes her mind.",Fiction,43
3029,3029,0060928360,Tales of Burning Love : A Novel,Louise Erdrich,1997,Perennial,http://images.amazon.com/images/P/0060928360.01.LZZZZZZZ.jpg,"Stranded in a North Dakota blizzard, Jack Mauser&#39;s former wives
huddle for warmth and pass the endless night by remembering the
stories of how each came to love, marry and ultimately move beyond
Jack.",Fiction,21
3030,3030,0060932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001,Perennial,http://images.amazon.com/images/P/0060932813.01.LZZZZZZZ.jpg,"While chronicling her evolution as a writer, Ginsberg takes a behind-
the-scenes look at restaurant life-revealing that yes, when pushed, a
server will spit in food, and, no, that&#39;s not really decaf
you&#39;re getting-and how most people in this ...",Humor,40
3031,3031,0060953691,La Cucina: A Novel of Rapture,Lily Prior,2001,Ecco,http://images.amazon.com/images/P/0060953691.01.LZZZZZZZ.jpg,"La Cucina, the heart of the family&#39;s lush estate, was a place
where generations of Fiore women prepared sumptuous feasts and where
the drama of extended family life was played out around the age-old
table.",Fiction,23
3032,3032,0060955570,Little Green Men : A Novel,Christopher Buckley,2000,Perennial,http://images.amazon.com/images/P/0060955570.01.LZZZZZZZ.jpg,"A comic tour de force from &quot;one of the best and surest political
humorists in America&quot; (Los Angeles Times Book Review), Little
Green Men is an uproacious comedy of manners that proves once and for
all that the truth is out there.",Fiction,23
3033,3033,0060971479,The All of It: A Novel,Jeannette Haien,1988,Perennial,http://images.amazon.com/images/P/0060971479.01.LZZZZZZZ.jpg,"As Father Declan attends Kevin on his deathbed, Enda reveals that she
and Kevin, who have been living as a married couple, are actually
siblings, leaving the Irish priest with a problem in squaring Catholic
doctrine with the scandalous ...",Fiction,22
3034,3034,0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch,http://images.amazon.com/images/P/0061000027.01.LZZZZZZZ.jpg,"When a youth from the Zuni reservation is murdered and his missing
Navajo friend becomes the prime suspect, Lt. Joe Leaphorn investigates
Two Native-American boys have vanished into thin air, leaving a pool
of blood behind them.",Fiction,58
3035,3035,0061007145,The Prodigal Daughter,Jeffrey Archer,1993,HarperTorch,http://images.amazon.com/images/P/0061007145.01.LZZZZZZZ.jpg,"Driven by ambition, Florentyna Rosnovski--daughter of a hotel baron
and daughter-in-law of his bitterest rival--relinquishes her
inheritance to marry the man she loves, builds her own business
empire, and ultimately pursues the U.S. ...",Fiction,22
3036,3036,0061013412,Orchid Beach (Holly Barker Novels (Paperback)),Stuart Woods,1999,HarperTorch,http://images.amazon.com/images/P/0061013412.01.LZZZZZZZ.jpg,"Forced into early retirement by scandal, ex-Army major Holly Barker
takes a job as deputy chief of police in rural Orchid Beach, Florida,
where she and her canine partner, Daisy, become caught up in a
sinister--and deadly--game of cat-and ...",Fiction,54
3037,3037,0061040347,A Woman Betrayed,Barbara Delinsky,1994,HarperTorch,http://images.amazon.com/images/P/0061040347.01.LZZZZZZZ.jpg,"With an utterly compelling plot and writing that unerringly goes
straight to the essential matters of the heart, this unforgettable
story delivers everything that readers have come to love in Barbara
Delinsky&#39;s novels.",Fiction,44
3038,3038,0061041998,More Than Friends,Barbara Delinsky,1993,HarperTorch,http://images.amazon.com/images/P/0061041998.01.LZZZZZZZ.jpg,"A sudden event devastates the lives of the Maxwells and the Popes, two
families that had been neighbors, friends, and partners, and they must
rebuild their relationship by overcoming mutual distrust.",Fiction,22
3039,3039,0061090891,Santa Fe Rules,Stuart Woods,1993,HarperTorch,http://images.amazon.com/images/P/0061090891.01.LZZZZZZZ.jpg,"Learning that his wife and partner have died suspiciously while he was
away, successful Hollywood producer Wolf Willett returns home and
hires ace criminal defense lawyer Ed Eagle to clear his name of the
murder charge",Fiction,32
3040,3040,0061091316,Lost Boys,Orson Scott Card,1993,HarperTorch,http://images.amazon.com/images/P/0061091316.01.LZZZZZZZ.jpg,"For Step Fletcher, his pregnant wife DeAnne, and their three children,
the move to tiny Steuben, North Carolina, offers new hope and a new
beginning.",Fiction,48
3041,3041,0061092886,The Fallen Man (Joe Leaphorn Novels),Tony Hillerman,1997,HarperTorch,http://images.amazon.com/images/P/0061092886.01.LZZZZZZZ.jpg,"Human bones lie on a ledge under the peak of Ship Rock mountain, the
remains of a murder victim undisturbed for more than a decade.",Fiction,53
3042,3042,0061094129,Legal Tender,Lisa Scottoline,1997,HarperTorch,http://images.amazon.com/images/P/0061094129.01.LZZZZZZZ.jpg,"Bennie Rosato is a maverick lawyer, and business at her law firm has
never been better.",Fiction,51
3043,3043,0061096083,The Bestseller,Olivia Goldsmith,1997,HarperTorch,http://images.amazon.com/images/P/0061096083.01.LZZZZZZZ.jpg,"The author of The First Wives Club offers a novel of romance and
revenge about the vicious competition among five would-be authors to
ascend the publishing world on the wings of their first best-seller.
Reprint.",Fiction,47
3044,3044,0061099341,As the Crow Flies,Jeffrey Archer,1992,HarperTorch,http://images.amazon.com/images/P/0061099341.01.LZZZZZZZ.jpg,"Charlie Trumper, a poor boy, makes good as a department store tycoon
and marries his sweetheart, but he becomes the victim of a nefarious
campaign against him conducted by the father of his sweetheart&#39;s
illegitimate son",Fiction,61
3045,3045,0064400042,On the Banks of Plum Creek,Laura Ingalls Wilder,1953,HarperTrophy,http://images.amazon.com/images/P/0064400042.01.LZZZZZZZ.jpg,"Misfortunes come in the form of a grasshopper plague and a terrible
blizzard, but the pioneer family works hard together to overcome these
troubles. And so continues Laura Ingalls Wilder&#39;s beloved story of
a pioneer girl and her family.",Juvenile Fiction,51
3046,3046,0064406970,Dangerous Angels: The Weetzie Bat Books,Francesca Lia Block,1998,HarperTrophy,http://images.amazon.com/images/P/0064406970.01.LZZZZZZZ.jpg,"Collects the five Weetzie Bat postmodern fairy tales, in which
everyone is vulnerable to the dangerous angel of love. By the author
of Girl Goddess #9. Reprint.",Juvenile Fiction,23
3047,3047,0064471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins,http://images.amazon.com/images/P/0064471101.01.LZZZZZZZ.jpg,"The adventure begins Narnia ... where Talking Beasts walk ... where a
witch waits ... where a new world is about to be born.",Juvenile Fiction,63
3048,3048,0066212855,"Krakatoa : The Day the World Exploded: August 27, 1883",Simon Winchester,2003,HarperCollins,http://images.amazon.com/images/P/0066212855.01.LZZZZZZZ.jpg,"Simon Winchester&#39;s long experience in the world wandering as well
as his knowledge of history and geology give us an entirely new
perspective on this fascinating and iconic event as he brings it
telling back to life.",Science,46
3049,3049,0140013997,My Family and Other Animals.,Gerald Malcolm Durrell,1977,Penguin Books,http://images.amazon.com/images/P/0140013997.01.LZZZZZZZ.jpg,No Marketing Blurb,Science,26
3050,3050,0140042210,A Portrait of the Artist As a Young Man,James Joyce,1989,Penguin USA,http://images.amazon.com/images/P/0140042210.01.LZZZZZZZ.jpg,"Portrays a young Irish Catholic&#39;s family experiences, political
views, and poetic aspirations",Fiction,69
3051,3051,0140052801,Dracula,Bram Stoker,1992,Penguin USA,http://images.amazon.com/images/P/0140052801.01.LZZZZZZZ.jpg,"The classic tale of the bizarre Carpathian count, who drank human
blood to stay alive, and the Englishman who knew his secret",Fiction,32
3052,3052,0140086838,Ceremony (Contemporary American Fiction Series),Leslie Marmon Silko,1988,Penguin Books,http://images.amazon.com/images/P/0140086838.01.LZZZZZZZ.jpg,"One Navajo family, on a New Mexico reservation, struggles to survive
in a world no longer theirs in the years just before and after World
War II",Fiction,47
3053,3053,0140092315,Happy to Be Here,Garrison Keillor,1986,Select Penguin,http://images.amazon.com/images/P/0140092315.01.LZZZZZZZ.jpg,"Short stories satirize all aspects of American society and popular
culture",Fiction,21
3054,3054,0140233903,Paddy Clarke Ha Ha Ha,Roddy Doyle,1995,Penguin Books,http://images.amazon.com/images/P/0140233903.01.LZZZZZZZ.jpg,"Life as seen through the eyes of a ten-year-old Irish boy, Patrick
Clarke, is a poignant voyage through a bewildering, ever-changing
world of family, friends, dreams, and growing up. Winner of the Booker
Prize. Reprint. Tour.",Fiction,37
